col1,col2,col3,label
,0.014000000432133675,14.0,0
,0.014000000432133675,14.0,0
,0.0,0.0,0
,0.04399999976158142,47.0,0
1.0,0.03400000184774399,1532.0,0
1.0,0.03400000184774399,1532.0,0
,0.19599999487400055,420.0,0
,0.12700000405311584,214.0,0
,0.29100000858306885,179.0,1
,0.04899999871850014,60.0,0
0.0,0.08399999886751175,131.0,0
,0.05900000035762787,311.0,0
,0.03500000014901161,30.0,0
,0.13899999856948853,1917.0,1
,0.05900000035762787,3547.0,0
0.0,0.028999999165534973,16.0,0
0.0,0.03099999949336052,83.0,1
1.0,0.5099999904632568,246.0,0
,0.19300000369548798,85.0,0
,0.19300000369548798,85.0,0
,,41.0,0
,0.08399999886751175,129.0,0
,0.08399999886751175,129.0,0
0.0,,38.0,0
0.0,,32.0,0
,0.05299999937415123,49.0,0
,0.0,790.0,0
1.0,,68.0,0
,0.052000001072883606,127.0,0
,0.04800000041723251,0.0,0
,,818.0,0
,0.10499999672174454,218.0,0
,0.10499999672174454,218.0,0
,0.0,11.0,0
,,911.0,0
,0.06499999761581421,44.0,0
1.0,0.0,596.0,0
,0.06700000166893005,2159.0,0
,0.032999999821186066,60.0,0
,0.04100000113248825,72.0,0
,0.029999999329447746,817.0,0
,,6272.0,0
,0.15199999511241913,76.0,0
,0.07100000232458115,130.0,0
,0.07100000232458115,130.0,0
1.0,,29.0,0
,0.1509999930858612,12170.0,0
,0.026000000536441803,53.0,0
,0.03500000014901161,4017.0,0
,0.061000000685453415,50.0,0
,0.013000000268220901,22.0,0
1.0,0.03999999910593033,214.0,0
1.0,,114.0,0
,,7929.0,0
,0.08500000089406967,64.0,0
,0.19200000166893005,229.0,0
,,3285.0,0
,0.07599999755620956,117.0,0
,0.09300000220537186,1373.0,0
0.0,0.04899999871850014,32.0,0
,0.04699999839067459,168.0,0
1.0,0.16099999845027924,232.0,1
1.0,0.16099999845027924,232.0,1
1.0,0.16099999845027924,232.0,1
,0.08500000089406967,64.0,0
0.0,,101.0,0
,,541.0,0
,0.1120000034570694,216.0,0
,0.05400000140070915,9.0,0
,0.12399999797344208,907.0,0
,,40.0,0
,,121.0,0
1.0,,0.0,0
,,0.0,0
,0.03400000184774399,8.0,0
,0.03400000184774399,8.0,0
,0.34200000762939453,11.0,0
,0.10700000077486038,511.0,0
,,52.0,0
,,0.0,1
,0.07999999821186066,473.0,0
,0.0729999989271164,118.0,0
,,169128.0,0
,0.07500000298023224,700.0,0
,,501.0,0
1.0,,155.0,0
1.0,0.09300000220537186,161.0,0
1.0,0.04800000041723251,68.0,0
0.0,0.04800000041723251,28.0,0
,0.09099999815225601,86.0,1
,,146.0,0
,,13.0,0
,0.0,0.0,0
,0.09000000357627869,73.0,0
,0.03099999949336052,37.0,0
,0.0820000022649765,192.0,0
1.0,0.0,0.0,0
,,135.0,0
0.0,,89.0,0
,0.029999999329447746,33.0,1
,,35.0,0
,0.017000000923871994,0.0,0
,0.029999999329447746,817.0,0
,0.03099999949336052,1962.0,0
0.0,0.035999998450279236,10.0,0
,0.04399999976158142,70.0,0
,,41.0,0
,,321.0,0
1.0,,2125.0,0
1.0,0.10100000351667404,0.0,0
,0.07900000363588333,258.0,0
,,74.0,0
,,74.0,0
1.0,,0.0,0
,,0.0,0
1.0,0.04600000008940697,83.0,0
,0.11800000071525574,35.0,0
0.0,,132.0,0
0.0,,69.0,0
1.0,0.07400000095367432,60.0,0
,0.012000000104308128,38.0,0
,0.012000000104308128,38.0,0
,,0.0,0
,0.012000000104308128,17.0,0
1.0,0.16200000047683716,259.0,0
,0.03200000151991844,5814.0,0
,0.05400000140070915,251.0,0
,0.16500000655651093,163.0,0
,0.08399999886751175,230.0,0
,0.10199999809265137,1406.0,0
,0.06199999898672104,18421.0,0
,0.10100000351667404,256.0,0
,,0.0,0
,,31.0,1
,,16.0,0
1.0,0.029999999329447746,19468.0,0
,0.06599999964237213,45.0,0
1.0,0.012000000104308128,20.0,0
,,385.0,0
,,1090.0,0
,0.13699999451637268,618.0,1
,,139.0,0
1.0,0.06599999964237213,1522.0,0
1.0,,1950.0,0
,0.027000000700354576,132.0,1
,0.12800000607967377,79.0,0
,0.05400000140070915,17.0,0
,0.10599999874830246,757.0,0
0.0,,0.0,0
0.0,,204.0,0
0.0,,0.0,0
,0.013000000268220901,18.0,1
0.0,0.020999999716877937,25.0,0
,0.27000001072883606,289.0,0
1.0,,207.0,0
0.0,,226.0,1
,0.07999999821186066,473.0,0
1.0,,138.0,0
,0.06499999761581421,115.0,0
,0.0860000029206276,34.0,1
,0.008999999612569809,34.0,0
,,24.0,0
,0.12999999523162842,32.0,0
,0.07500000298023224,218.0,0
,,1948.0,1
,,0.0,0
,0.07500000298023224,747.0,0
,0.07500000298023224,747.0,1
,0.03200000151991844,19.0,0
,0.2770000100135803,33.0,0
,0.032999999821186066,0.0,0
,0.04600000008940697,21.0,0
,0.04600000008940697,21.0,0
,0.06300000101327896,125.0,0
,0.1289999932050705,166.0,1
1.0,0.050999999046325684,723.0,0
,0.0,0.0,0
,0.026000000536441803,53.0,0
,0.026000000536441803,53.0,0
,0.2750000059604645,29.0,0
,0.14499999582767487,156.0,0
1.0,,216.0,0
,,29.0,0
1.0,,29.0,0
,,0.0,0
,0.11900000274181366,1099.0,0
,0.06300000101327896,51.0,0
,0.17599999904632568,186.0,0
,0.0689999982714653,60.0,0
,,0.0,1
,0.03099999949336052,38.0,0
,0.06400000303983688,158.0,0
,0.12800000607967377,371.0,0
,0.0,0.0,0
,,103.0,0
,0.3400000035762787,91.0,0
,,0.0,1
,0.07699999958276749,67.0,0
,,50.0,0
1.0,0.18799999356269836,47.0,0
,,0.0,0
,,38420.0,0
,0.15700000524520874,937.0,0
,,190.0,0
1.0,0.054999999701976776,64.0,1
,0.08399999886751175,25.0,0
,0.061000000685453415,126.0,0
,,890.0,0
,,140.0,1
,0.07999999821186066,77.0,0
,0.08500000089406967,108.0,0
,0.08699999749660492,107.0,0
,0.06400000303983688,88.0,1
,0.057999998331069946,60.0,0
,0.0,0.0,0
,0.026000000536441803,53.0,0
,0.026000000536441803,53.0,0
,0.052000001072883606,742.0,0
,0.07699999958276749,0.0,0
,,418.0,0
1.0,,96.0,0
,,287.0,0
,,55.0,0
1.0,,55.0,0
,0.07199999690055847,64.0,0
,0.09799999743700027,19.0,0
,0.07500000298023224,32.0,0
,,750.0,0
0.0,0.052000001072883606,29.0,0
,0.02800000086426735,14.0,0
,0.05999999865889549,162.0,0
,,3963.0,0
,,0.0,0
0.0,0.02500000037252903,31.0,0
,0.061000000685453415,206.0,0
1.0,0.05000000074505806,133.0,0
,,0.0,0
,0.05299999937415123,24.0,0
,0.03200000151991844,64.0,1
1.0,0.10700000077486038,626.0,1
,0.057999998331069946,247.0,0
1.0,0.11800000071525574,1186.0,0
,,0.0,0
,,13.0,0
,0.09700000286102295,187.0,0
,,93.0,0
1.0,,119.0,0
1.0,,119.0,0
,,87.0,0
,0.0,0.0,0
,0.0,0.0,0
1.0,0.04600000008940697,20.0,0
1.0,0.05700000002980232,9.0,0
,,0.0,0
,0.08900000154972076,29.0,0
1.0,,282.0,1
,0.16500000655651093,75.0,0
,0.13300000131130219,78.0,0
,,0.0,0
,0.0,0.0,0
,0.0010000000474974513,0.0,0
,0.0010000000474974513,0.0,0
0.0,,0.0,0
,,225.0,0
,0.05700000002980232,63.0,0
,0.05299999937415123,92.0,0
,0.05299999937415123,92.0,0
,0.012000000104308128,548.0,0
,,56.0,0
,0.08299999684095383,115.0,0
,,0.0,0
,0.09399999678134918,41.0,0
,0.09399999678134918,41.0,0
,,39.0,0
1.0,0.05299999937415123,58.0,0
1.0,0.26499998569488525,218.0,0
,0.11299999803304672,2040.0,0
,,364.0,0
,0.032999999821186066,36.0,0
,0.29600000381469727,378.0,0
,0.29600000381469727,378.0,0
,0.29600000381469727,378.0,0
,,373.0,0
,,373.0,0
,,0.0,1
1.0,0.0560000017285347,67.0,0
,,0.0,0
,,128.0,0
1.0,0.017999999225139618,0.0,0
1.0,0.017999999225139618,0.0,0
,,59.0,0
,,63.0,0
,0.04100000113248825,112.0,0
,,375.0,1
,,73.0,0
1.0,,71.0,0
,0.05400000140070915,63.0,0
,0.13899999856948853,1917.0,0
,,0.0,0
,0.10499999672174454,82.0,0
0.0,,123.0,0
,0.06599999964237213,63.0,0
1.0,0.04899999871850014,1483.0,0
1.0,,156.0,0
1.0,,156.0,0
,0.13300000131130219,90.0,0
,0.13300000131130219,90.0,0
,,2468.0,1
,0.11999999731779099,90.0,0
1.0,0.014000000432133675,59.0,1
,0.01600000075995922,133.0,0
,0.01600000075995922,133.0,0
,,128.0,0
,,0.0,0
,,0.0,0
,,0.0,0
,0.0560000017285347,41.0,0
,,76.0,0
,0.17299999296665192,146.0,0
,,0.0,0
,,0.0,0
,0.05299999937415123,0.0,1
,,76.0,0
,,59.0,0
,0.04100000113248825,98.0,0
,0.14000000059604645,57.0,0
,0.09399999678134918,137.0,0
1.0,0.16300000250339508,112.0,0
,0.0,20.0,0
1.0,0.13699999451637268,125.0,0
0.0,0.14800000190734863,14.0,0
1.0,,0.0,0
,,197.0,0
,0.0,2689.0,1
,0.05999999865889549,11424.0,0
,0.05999999865889549,162.0,1
,0.05999999865889549,162.0,1
1.0,0.02199999988079071,107.0,0
,0.0560000017285347,58.0,0
,0.08500000089406967,403.0,0
,0.28299999237060547,79.0,0
,0.0949999988079071,787.0,1
1.0,,30975.0,1
,,42.0,0
1.0,,87.0,0
,0.11900000274181366,111.0,0
,0.16500000655651093,75.0,0
,0.04600000008940697,0.0,0
,0.057999998331069946,202.0,1
,,26.0,0
,,30.0,0
,,0.0,0
,,0.0,0
,0.01899999938905239,48984.0,0
1.0,0.09300000220537186,29459.0,0
,,0.0,0
,,165.0,0
1.0,,82.0,0
,,0.0,0
,,0.0,0
1.0,,4317.0,0
1.0,0.09000000357627869,59.0,0
,,45.0,0
,,45.0,1
,,45.0,1
1.0,0.06400000303983688,346.0,0
,,274.0,0
,0.16500000655651093,61.0,0
,,13.0,0
,,13.0,0
1.0,,0.0,0
1.0,0.05999999865889549,53.0,0
,0.13600000739097595,45.0,0
,0.01600000075995922,70293.0,0
1.0,0.004000000189989805,0.0,0
1.0,0.004000000189989805,0.0,1
,0.05900000035762787,47.0,0
,0.10100000351667404,0.0,0
,0.05700000002980232,83.0,0
,0.05700000002980232,83.0,0
1.0,0.05700000002980232,83.0,0
,0.05900000035762787,109.0,0
,0.08299999684095383,115.0,0
,0.08100000023841858,819.0,0
,,98.0,0
,0.2680000066757202,149.0,0
,,143.0,0
,,38420.0,0
1.0,0.014999999664723873,0.0,0
,,151.0,0
,,0.0,0
0.0,0.03500000014901161,0.0,0
,,202.0,0
,0.07100000232458115,45.0,0
0.0,0.05900000035762787,31.0,0
1.0,0.01600000075995922,37.0,0
,0.03999999910593033,27.0,0
,0.026000000536441803,53.0,0
,0.026000000536441803,53.0,0
,,0.0,0
,0.07100000232458115,58.0,0
,0.004000000189989805,0.0,0
,,78.0,0
1.0,0.257999986410141,92.0,0
1.0,0.257999986410141,92.0,0
1.0,0.009999999776482582,70.0,0
,0.10899999737739563,81.0,0
,0.06700000166893005,20.0,0
1.0,0.04399999976158142,0.0,0
1.0,0.04399999976158142,0.0,0
1.0,0.04399999976158142,0.0,0
1.0,,8496.0,1
,,221.0,0
,,0.0,0
,0.008999999612569809,26.0,0
,0.054999999701976776,201.0,0
,,381.0,0
,0.11299999803304672,275.0,0
,0.20499999821186066,4727.0,0
,0.2150000035762787,110.0,0
,0.020999999716877937,0.0,0
,,130.0,0
,,697.0,0
,0.05900000035762787,109.0,0
,0.07100000232458115,45.0,0
,0.10599999874830246,93.0,0
,0.07699999958276749,93.0,1
,,52.0,0
,,1263.0,0
,0.19699999690055847,80.0,0
,0.19699999690055847,80.0,1
,,257.0,0
,0.03700000047683716,0.0,0
,,169.0,0
,0.03799999877810478,0.0,0
,0.00800000037997961,35.0,1
,0.00800000037997961,35.0,0
,0.08299999684095383,115.0,0
,0.2919999957084656,286.0,0
,,0.0,0
0.0,0.014000000432133675,19.0,1
,,0.0,1
,,154.0,0
,,0.0,0
,0.17499999701976776,184.0,0
,0.057999998331069946,60.0,0
,0.054999999701976776,305.0,0
,,130.0,0
,,25.0,0
0.0,,123.0,0
1.0,0.03999999910593033,53.0,0
,,541.0,0
,,91.0,0
,0.04500000178813934,67.0,0
,0.032999999821186066,39.0,0
,0.010999999940395355,29.0,0
1.0,,52.0,0
,0.07500000298023224,106.0,0
1.0,,91.0,0
,,116.0,0
,,29.0,0
,0.03999999910593033,0.0,0
,,169128.0,0
,,59.0,0
,0.20499999821186066,4727.0,0
,,59.0,0
,0.0860000029206276,425.0,0
1.0,,22.0,0
,0.05000000074505806,149.0,0
,,87.0,0
,0.07699999958276749,99.0,0
,0.1589999943971634,54.0,0
,0.04699999839067459,102.0,0
,,0.0,0
,,0.0,0
,,107.0,0
,,15.0,0
,,112.0,0
,0.08299999684095383,115.0,0
1.0,,153.0,0
,0.10599999874830246,757.0,0
,0.08399999886751175,82.0,0
,,104.0,0
,,21.0,0
,0.06400000303983688,21.0,0
,0.07900000363588333,90.0,1
,0.07900000363588333,90.0,1
,0.07900000363588333,90.0,1
,0.07900000363588333,90.0,1
,0.07900000363588333,90.0,1
,0.16899999976158142,536.0,0
,,217.0,0
,0.008999999612569809,0.0,0
1.0,0.0560000017285347,67.0,0
,0.07900000363588333,133.0,0
,,165.0,0
,0.17100000381469727,31969.0,0
,,0.0,0
1.0,,4812.0,1
1.0,0.09600000083446503,190.0,0
,,193.0,1
,,193.0,0
1.0,0.06599999964237213,3406.0,0
1.0,0.06599999964237213,3406.0,0
,,77.0,0
1.0,0.21199999749660492,953.0,0
1.0,0.21199999749660492,953.0,0
,,72.0,0
1.0,0.04399999976158142,68.0,0
,0.04800000041723251,96.0,0
,0.04800000041723251,96.0,0
0.0,0.024000000208616257,72.0,0
,,217.0,0
0.0,,217.0,0
,0.07900000363588333,19.0,0
1.0,0.19699999690055847,23504.0,1
0.0,0.0949999988079071,89.0,0
,0.00800000037997961,46.0,0
,0.0989999994635582,53.0,0
1.0,,85.0,1
,,940.0,0
1.0,,52.0,0
,0.06300000101327896,125.0,0
1.0,0.12700000405311584,14.0,0
,,126.0,0
,,29154.0,0
,0.06199999898672104,51.0,0
,0.12399999797344208,344.0,0
,,25.0,0
,0.05999999865889549,148.0,0
1.0,0.0,13.0,0
,,365.0,0
,0.0949999988079071,210.0,0
,,63.0,0
,,25.0,0
,0.027000000700354576,35.0,0
1.0,,0.0,0
,0.057999998331069946,1301.0,0
,0.04699999839067459,143.0,1
1.0,,66.0,0
,,179.0,0
,,0.0,0
1.0,,0.0,0
,,590.0,0
,0.0689999982714653,66.0,1
,,94.0,1
,,0.0,0
,0.0,30.0,0
,0.125,40273.0,0
,0.06599999964237213,80.0,0
,0.09200000017881393,0.0,0
,,95.0,0
,,95.0,0
,,95.0,0
,,169128.0,0
,,0.0,0
,,41.0,0
,,61.0,0
,,14.0,0
1.0,0.05299999937415123,29.0,0
1.0,0.03099999949336052,142.0,0
,0.03400000184774399,60.0,0
,0.06300000101327896,23.0,0
1.0,,26.0,0
1.0,0.04500000178813934,3664.0,0
,,68.0,0
,,68.0,0
,,68.0,0
,,68.0,0
,0.0430000014603138,32.0,0
1.0,,101.0,0
1.0,0.0430000014603138,51.0,0
,,0.0,0
,,0.0,0
,,38.0,0
,0.08799999952316284,19.0,0
,0.08799999952316284,19.0,0
,0.08799999952316284,19.0,0
,0.08799999952316284,19.0,0
,,30.0,0
0.0,0.041999999433755875,15.0,0
,,390.0,1
,,390.0,0
,0.03500000014901161,0.0,0
,0.03500000014901161,0.0,0
,,72.0,0
,0.09799999743700027,2389.0,0
,,79.0,0
,0.02500000037252903,61.0,0
,,99.0,0
,0.00800000037997961,0.0,0
,,121.0,0
,0.1509999930858612,415.0,0
1.0,0.06700000166893005,50.0,0
,,0.0,0
1.0,0.06800000369548798,7045.0,0
,0.07500000298023224,218.0,0
,0.07500000298023224,218.0,0
1.0,0.07699999958276749,0.0,0
,0.054999999701976776,2073.0,0
,,197.0,0
,0.03200000151991844,91.0,1
1.0,0.08100000023841858,81.0,0
,,0.0,0
,0.007000000216066837,51.0,0
,0.026000000536441803,0.0,0
,,0.0,0
1.0,0.0560000017285347,94.0,0
1.0,0.0560000017285347,94.0,0
,0.020999999716877937,95.0,0
,,1671.0,0
,,0.0,0
1.0,,228.0,0
1.0,0.04600000008940697,57.0,0
,0.0949999988079071,124.0,0
,0.02800000086426735,17.0,0
,,0.0,0
,,256.0,0
,,256.0,0
,,73.0,0
,,73.0,0
,,103.0,0
,0.12999999523162842,586.0,0
,0.12999999523162842,586.0,0
,,67.0,0
,0.08500000089406967,141.0,1
,0.04800000041723251,642.0,0
,0.07999999821186066,473.0,0
1.0,0.012000000104308128,27.0,1
1.0,,78.0,0
,0.10199999809265137,832.0,0
,,137.0,0
,0.01899999938905239,91.0,0
,,109.0,0
1.0,0.00800000037997961,78.0,1
1.0,0.00800000037997961,78.0,1
,,23.0,0
,0.26499998569488525,760.0,0
,,10.0,0
,,10.0,0
,0.07800000160932541,13876.0,0
,,138.0,0
,,138.0,0
,0.0430000014603138,31.0,0
,,16.0,0
,,35.0,0
,,21.0,0
1.0,0.0,0.0,0
,0.0860000029206276,138.0,0
,,64.0,0
,0.061000000685453415,39.0,0
,0.06199999898672104,7453.0,1
,0.06199999898672104,7453.0,0
,0.17100000381469727,31969.0,0
,,218.0,0
,,1672.0,0
,0.052000001072883606,495.0,0
,,0.0,0
,,0.0,0
,0.07999999821186066,7.0,0
,0.12700000405311584,841.0,0
1.0,0.2150000035762787,189.0,0
,,131.0,0
,,0.0,0
1.0,0.10000000149011612,232.0,0
,0.03999999910593033,42.0,0
,0.0560000017285347,193.0,0
1.0,,73.0,0
,,73.0,0
,0.0,0.0,0
,,17.0,0
,,17.0,0
,,148.0,0
,,319.0,0
,,24.0,0
,,0.0,0
,,0.0,0
,,0.0,0
1.0,0.3569999933242798,49.0,0
,,418.0,0
,,45.0,0
,0.050999999046325684,54032.0,0
,0.050999999046325684,54032.0,0
,0.050999999046325684,54032.0,0
,0.04800000041723251,0.0,0
,0.04800000041723251,0.0,0
1.0,0.07900000363588333,0.0,1
0.0,0.07900000363588333,0.0,0
,,0.0,0
,0.04100000113248825,11784.0,0
,,29.0,0
,0.1589999943971634,67.0,0
,0.03799999877810478,16.0,0
,0.04699999839067459,143.0,0
,,0.0,0
,0.007000000216066837,22.0,0
,,75.0,0
,,0.0,0
,0.07900000363588333,133.0,0
,0.03700000047683716,113.0,0
,0.1459999978542328,28998.0,0
,,122.0,0
,,0.0,0
,,2584.0,0
,0.03200000151991844,5814.0,0
,0.012000000104308128,29.0,0
,0.012000000104308128,29.0,0
,,375.0,0
,,375.0,0
,0.06499999761581421,85.0,0
,0.07599999755620956,211.0,0
,0.07800000160932541,143.0,1
,,108.0,0
,,87.0,0
,,87.0,0
,,87.0,0
,,343.0,0
1.0,0.0,0.0,1
,0.15800000727176666,391.0,0
1.0,0.15800000727176666,391.0,0
,0.15800000727176666,391.0,0
,,143.0,0
,0.16699999570846558,98.0,0
,,0.0,0
1.0,,33.0,0
1.0,,14.0,0
,,0.0,0
,0.03799999877810478,58.0,0
1.0,0.00800000037997961,1689.0,0
,,0.0,0
,,83.0,0
,,83.0,0
,,0.0,0
1.0,0.07900000363588333,122.0,0
,,158.0,0
,,14.0,0
,0.007000000216066837,0.0,0
,,186.0,0
,,67.0,1
,0.17000000178813934,48.0,0
,0.17000000178813934,48.0,0
,0.008999999612569809,776.0,0
,,93.0,1
1.0,0.13500000536441803,47.0,0
1.0,,58.0,0
1.0,0.0949999988079071,198.0,0
,,124.0,0
,,944.0,0
,0.09600000083446503,72.0,0
,0.04800000041723251,77.0,0
,,97.0,0
,0.07999999821186066,473.0,0
1.0,0.0,0.0,0
,0.09399999678134918,307.0,0
,0.07400000095367432,87.0,0
,,504.0,0
1.0,,77.0,0
,0.02199999988079071,0.0,0
,0.10199999809265137,72.0,0
,,0.0,0
1.0,,0.0,0
,,138.0,1
1.0,0.210999995470047,1504.0,0
,,137.0,0
,,103.0,0
1.0,0.026000000536441803,48.0,0
1.0,0.03700000047683716,77.0,0
,0.03700000047683716,77.0,0
,0.04600000008940697,4927.0,0
,,166.0,0
,,495.0,0
0.0,0.06599999964237213,11.0,0
,0.03700000047683716,0.0,0
,0.03700000047683716,0.0,0
,0.3409999907016754,119.0,0
,,0.0,1
,0.08299999684095383,115.0,0
,,0.0,0
,,166.0,0
,0.1289999932050705,106.0,0
,0.08299999684095383,115.0,0
,0.017000000923871994,0.0,0
,0.08699999749660492,139.0,0
,0.08699999749660492,139.0,0
,0.0,13.0,0
,0.0,13.0,0
,0.02199999988079071,33.0,0
,0.07699999958276749,19.0,0
,,122.0,0
,0.05999999865889549,82.0,0
,0.019999999552965164,63.0,0
,0.05400000140070915,43.0,1
1.0,0.06800000369548798,1089.0,0
,0.06800000369548798,1089.0,0
0.0,0.06800000369548798,1089.0,0
,0.06800000369548798,1089.0,0
,0.06800000369548798,1089.0,0
,0.11800000071525574,61.0,0
,0.04699999839067459,27.0,0
1.0,0.06499999761581421,203.0,0
1.0,,262.0,1
,,0.0,0
1.0,,0.0,0
,,0.0,0
,0.09600000083446503,221.0,0
,0.23199999332427979,79.0,0
,,84.0,0
1.0,,0.0,0
,,120.0,0
,0.006000000052154064,0.0,1
,0.006000000052154064,23.0,0
,0.20000000298023224,82.0,0
,,0.0,0
1.0,,0.0,0
0.0,0.09399999678134918,162.0,0
,,44.0,0
,0.06700000166893005,70.0,0
,0.08699999749660492,47786.0,0
,0.08699999749660492,47786.0,0
,0.08699999749660492,47786.0,0
,,299.0,0
,,497.0,0
1.0,,497.0,0
,0.0989999994635582,13640.0,0
1.0,,384.0,0
,0.009999999776482582,18.0,0
,0.6069999933242798,388.0,0
,0.007000000216066837,108.0,0
,,177.0,0
1.0,,95.0,0
,,952.0,0
,,80.0,0
,,94.0,0
,,114.0,0
,,0.0,0
